txn_id,chargeback_count,chargeback_amount,open_chargebacks,critical_chargebacks,max_chargeback_severity
TXN00005144,1,1262.32,0,0,LOW
TXN00005146,1,725.45,1,0,MEDIUM
TXN00005150,1,2477.97,0,0,MEDIUM
TXN00005168,1,5074.67,0,0,HIGH
TXN00005174,1,1679.19,0,0,HIGH
TXN00005181,2,2215.72,2,0,LOW
TXN00005195,1,4251.73,1,0,LOW
TXN00005197,1,5740.0,1,0,MEDIUM
TXN00005199,1,2351.11,0,0,LOW
TXN00005203,1,2184.85,1,0,LOW
TXN00005205,1,6694.94,0,0,HIGH
TXN00005214,1,,1,0,MEDIUM
TXN00005222,3,3217.1,0,0,MEDIUM
TXN00005230,1,5154.73,0,0,MEDIUM
TXN00005246,1,,0,0,LOW
TXN00005274,1,4290.41,0,0,HIGH
TXN00005307,1,,0,0,LOW
TXN00005315,1,819.89,1,0,LOW
TXN00005344,1,1422.0,0,0,HIGH
TXN00005346,2,3376.98,2,0,MEDIUM
TXN00005364,1,,0,1,CRITICAL
TXN00005367,1,734.0,0,0,LOW
TXN00005376,1,6375.04,1,0,MEDIUM
TXN00005378,1,1274.1,1,0,MEDIUM
TXN00005379,1,318.82,0,0,HIGH
TXN00005386,1,2597.6,1,0,MEDIUM
TXN00005396,1,2926.18,1,0,MEDIUM
TXN00005401,1,14197.19,1,0,LOW
TXN00005409,1,504.51,0,1,CRITICAL
TXN00005413,1,,1,0,MEDIUM
TXN00005417,1,2380.3,0,0,MEDIUM
TXN00005419,1,8383.0,0,0,LOW
TXN00005429,1,1860.96,1,0,LOW
TXN00005430,1,1006.88,1,0,MEDIUM
TXN00005431,1,1631.64,0,0,HIGH
TXN00005438,1,1581.74,1,0,HIGH
TXN00005443,1,3291.51,1,0,MEDIUM
TXN00005459,2,12163.57,1,0,MEDIUM
TXN00005470,1,881.56,1,0,MEDIUM
TXN00005474,1,271.69,0,0,MEDIUM
TXN00005483,1,2130.14,1,0,MEDIUM
TXN00005485,1,4839.05,1,1,CRITICAL
TXN00005486,1,1288.0,0,0,LOW
TXN00005487,1,,0,0,HIGH
TXN00005488,1,8967.32,0,0,MEDIUM
TXN00005489,1,3170.75,0,0,MEDIUM
TXN00005490,1,,1,0,MEDIUM
TXN00005496,1,,0,0,MEDIUM
TXN00005500,1,1721.07,0,0,HIGH
TXN00005512,1,2981.85,1,0,LOW
TXN00005518,1,,0,0,LOW
TXN00005542,1,236.16,1,0,MEDIUM
TXN00005543,1,1362.67,1,0,MEDIUM
TXN00005546,1,1518.0,1,0,LOW
TXN00005559,2,1195.62,0,0,MEDIUM
TXN00005564,1,1858.07,1,0,MEDIUM
TXN00005572,1,,0,0,LOW
TXN00005575,1,1946.37,1,0,MEDIUM
TXN00005580,1,3654.65,0,0,HIGH
TXN00005582,1,16352.81,0,0,HIGH
TXN00005603,1,2652.0,1,0,MEDIUM
TXN00005621,1,8601.0,0,0,LOW
TXN00005636,1,1118.0,0,0,MEDIUM
TXN00005655,1,5976.8,1,0,HIGH
TXN00005659,1,,1,0,MEDIUM
TXN00005666,1,1764.4,1,0,LOW
TXN00005674,1,560.0,1,0,HIGH
TXN00005682,1,2014.01,0,0,HIGH
TXN00005691,1,,1,0,HIGH
TXN00005717,1,2449.38,1,0,LOW
TXN00005723,1,4655.0,0,0,LOW
TXN00005750,1,1459.51,1,0,MEDIUM
TXN00005752,1,1800.88,0,0,LOW
TXN00005755,1,740.85,1,0,MEDIUM
TXN00005760,1,,0,0,MEDIUM
TXN00005761,1,3582.63,1,0,LOW
TXN00005764,1,513.84,0,0,MEDIUM
TXN00005767,1,3275.35,0,0,LOW
TXN00005777,1,891.95,1,0,HIGH
TXN00005785,1,222.95,0,0,MEDIUM
TXN00005788,1,372.51,0,0,LOW
TXN00005799,1,674.67,0,1,CRITICAL
TXN00005802,1,964.98,1,0,MEDIUM
TXN00005810,1,,0,0,MEDIUM
TXN00005811,1,636.43,0,0,MEDIUM
TXN00005813,1,1708.0,0,0,HIGH
TXN00005826,1,1770.58,0,1,CRITICAL
TXN00005837,1,438.11,0,0,LOW
TXN00005845,1,,1,1,CRITICAL
TXN00005849,1,,0,0,MEDIUM
TXN00005857,1,,1,0,LOW
TXN00005861,1,10091.73,0,0,LOW
TXN00005872,1,2023.21,0,0,LOW
TXN00005874,1,,0,0,MEDIUM
TXN00005881,1,2284.0,0,0,MEDIUM
TXN00005904,1,,1,0,HIGH
TXN00005908,1,1603.01,0,0,LOW
TXN00005915,1,215.32,1,0,MEDIUM
TXN00005923,1,1759.97,0,0,MEDIUM
TXN00005940,2,2720.02,2,0,MEDIUM
TXN00005941,1,8630.24,1,0,HIGH
TXN00005945,1,848.15,1,0,HIGH
TXN00005953,1,1742.0,0,0,LOW
TXN00005962,1,354.48,1,0,MEDIUM
TXN00005966,1,8500.66,0,0,MEDIUM
TXN00005968,1,2917.69,1,1,CRITICAL
TXN00005973,1,10229.48,1,0,MEDIUM
TXN00005986,1,6879.04,1,0,HIGH
TXN00005988,1,1345.11,1,0,HIGH
TXN00005999,1,,1,0,LOW
TXN00006037,1,739.74,0,0,LOW
TXN00006052,1,1664.31,1,1,CRITICAL
TXN00006057,1,378.18,1,0,HIGH
TXN00006059,1,,1,0,MEDIUM
TXN00006063,1,2157.0,1,0,HIGH
TXN00006073,1,7404.88,1,0,LOW
TXN00006075,1,1413.0,1,1,CRITICAL
TXN00006114,1,4938.0,0,0,HIGH
TXN00006117,1,3964.0,0,0,HIGH
TXN00006125,1,2573.59,0,0,HIGH
TXN00006136,1,3785.87,1,0,LOW
TXN00006138,1,486.96,0,0,LOW
TXN00006160,1,384.6,1,0,MEDIUM
TXN00006175,1,709.86,1,0,LOW
TXN00006191,1,426.17,1,0,LOW
TXN00006193,2,52415.12,2,0,LOW
TXN00006200,1,5233.09,1,0,HIGH
TXN00006207,1,,1,0,LOW
TXN00006214,1,4111.68,0,0,MEDIUM
TXN00006246,1,1584.81,1,0,MEDIUM
TXN00006250,1,836.39,1,0,LOW
TXN00006252,1,408.0,1,0,HIGH
TXN00006253,1,4952.0,0,0,MEDIUM
TXN00006257,1,350.52,0,0,MEDIUM
TXN00006263,1,843.91,0,0,LOW
TXN00006276,1,1890.0,1,1,CRITICAL
TXN00006280,1,1032.66,0,0,MEDIUM
TXN00006290,1,,0,0,LOW
TXN00006293,3,6815.76,1,0,MEDIUM
TXN00006304,1,4194.32,1,1,CRITICAL
TXN00006334,1,,1,0,MEDIUM
TXN00006336,1,846.13,1,0,MEDIUM
TXN00006338,1,1656.18,1,0,LOW
TXN00006342,1,1546.48,1,0,MEDIUM
TXN00006348,1,506.14,1,0,MEDIUM
TXN00006355,1,1211.72,0,0,MEDIUM
TXN00006356,1,,0,0,LOW
TXN00006360,1,1731.1,1,0,LOW
TXN00006364,1,2678.39,0,0,LOW
TXN00006372,1,5763.76,1,0,MEDIUM
TXN00006374,1,328.81,1,0,MEDIUM
TXN00006391,1,9215.86,0,0,MEDIUM
TXN00006400,1,3582.55,1,0,HIGH
TXN00006416,1,4872.0,0,0,MEDIUM
TXN00006427,1,3608.0,1,0,MEDIUM
TXN00006433,1,468.43,0,0,HIGH
TXN00006440,1,6058.0,1,0,LOW
TXN00006449,1,250.0,1,0,HIGH
TXN00006459,1,2479.76,0,0,HIGH
TXN00006460,1,3745.94,1,0,MEDIUM
TXN00006467,1,7505.86,0,0,HIGH
TXN00006468,1,7884.04,1,0,LOW
TXN00006499,1,640.77,0,0,MEDIUM
TXN00006502,1,,1,1,CRITICAL
TXN00006505,1,2740.0,0,0,MEDIUM
TXN00006526,1,,0,0,MEDIUM
TXN00006529,1,5747.29,1,0,LOW
TXN00006537,1,418.0,1,0,MEDIUM
TXN00006549,1,905.53,0,0,LOW
TXN00006554,1,4172.97,1,0,MEDIUM
TXN00006558,1,,0,0,MEDIUM
TXN00006569,1,3352.04,0,0,HIGH
TXN00006584,1,1087.37,1,0,MEDIUM
TXN00006588,2,,0,2,CRITICAL
TXN00006595,1,2625.77,1,0,LOW
TXN00006600,1,,1,0,MEDIUM
TXN00006623,1,1154.99,1,0,LOW
TXN00006632,1,4124.85,1,0,LOW
TXN00006637,1,4001.0,1,0,LOW
TXN00006638,1,2742.66,1,1,CRITICAL
TXN00006640,1,,0,0,LOW
TXN00006654,1,2733.0,0,0,LOW
TXN00006667,1,4240.52,1,0,LOW
TXN00006668,1,1736.0,0,0,HIGH
TXN00006669,1,,0,0,LOW
TXN00006681,1,946.45,0,0,MEDIUM
TXN00006688,1,592.68,1,0,HIGH
TXN00006695,1,1671.67,1,0,MEDIUM
TXN00006710,2,15005.39,1,0,HIGH
TXN00006728,1,1002.59,1,1,CRITICAL
TXN00006743,1,,1,0,MEDIUM
TXN00006753,1,,1,0,LOW
TXN00006755,2,1874.0,1,0,MEDIUM
TXN00006756,1,988.98,1,0,MEDIUM
TXN00006761,1,1870.83,1,0,MEDIUM
TXN00006778,1,1282.1,0,0,MEDIUM
TXN00006792,1,1704.54,0,0,LOW
TXN00006799,1,7272.77,0,0,MEDIUM
TXN00006801,1,,0,0,HIGH
TXN00006805,1,1087.14,0,0,MEDIUM
TXN00006808,1,8430.86,1,0,HIGH
TXN00006817,1,774.67,1,0,MEDIUM
TXN00006837,1,374.0,0,0,MEDIUM
TXN00006872,1,,1,0,LOW
TXN00006873,1,,0,1,CRITICAL
TXN00006894,1,2016.51,0,0,HIGH
TXN00006897,1,3386.1,1,0,LOW
TXN00006902,1,2179.89,0,1,CRITICAL
TXN00006912,2,1229.37,1,0,MEDIUM
TXN00006919,2,5359.6900000000005,1,0,MEDIUM
TXN00006922,2,1390.01,1,0,MEDIUM
TXN00006951,1,3359.61,0,0,MEDIUM
TXN00006954,1,186.51,0,0,MEDIUM
TXN00006955,1,1336.86,1,0,LOW
TXN00006958,1,,1,0,HIGH
TXN00006961,1,2280.65,1,0,MEDIUM
TXN00006966,1,645.29,1,0,MEDIUM
TXN00006976,1,1752.57,1,0,LOW
TXN00006989,1,1796.19,1,0,MEDIUM
TXN00006990,1,1208.16,0,0,MEDIUM
TXN00006995,1,793.0,0,0,LOW
TXN00007012,1,1064.0,0,0,HIGH
TXN00007014,1,1748.13,1,0,LOW
TXN00007016,1,1144.6,0,0,HIGH
TXN00007023,2,11018.82,0,0,MEDIUM
TXN00007026,1,,0,0,MEDIUM
TXN00007052,1,,1,0,LOW
TXN00007053,1,3545.44,0,0,HIGH
TXN00007063,1,370.32,1,0,LOW
TXN00007069,1,5834.0,0,0,MEDIUM
TXN00007076,1,533.33,1,0,MEDIUM
TXN00007084,1,2000.05,0,0,LOW
TXN00007095,1,1816.0,1,0,MEDIUM
TXN00007102,1,11415.12,1,0,MEDIUM
TXN00007105,1,,1,0,MEDIUM
TXN00007125,1,1467.82,1,1,CRITICAL
TXN00007136,1,6758.4,1,0,LOW
TXN00007143,1,,1,0,MEDIUM
TXN00007145,1,5884.78,1,0,LOW
TXN00007154,2,5863.87,1,0,LOW
TXN00007158,1,,1,0,HIGH
TXN00007159,1,1034.0,1,0,LOW
TXN00007165,1,676.0,0,0,LOW
TXN00007170,1,468.0,1,0,MEDIUM
TXN00007177,2,3812.24,0,0,MEDIUM
TXN00007180,1,671.37,1,0,HIGH
TXN00007182,1,7942.83,1,0,LOW
TXN00007185,1,,0,0,MEDIUM
TXN00007186,1,7193.48,0,0,MEDIUM
TXN00007187,1,361.6,0,0,MEDIUM
TXN00007192,1,1195.71,1,0,MEDIUM
TXN00007204,1,,0,0,HIGH
TXN00007219,1,5143.78,0,0,LOW
TXN00007220,1,4676.01,1,0,MEDIUM
TXN00007227,2,5015.36,1,0,MEDIUM
TXN00007230,1,4334.18,0,1,CRITICAL
TXN00007235,1,1820.07,0,0,LOW
TXN00007244,1,3040.89,1,0,HIGH
TXN00007253,1,8599.51,1,0,HIGH
TXN00007267,1,890.07,0,0,LOW
TXN00007272,1,928.0,1,0,HIGH
TXN00007273,1,673.49,1,0,MEDIUM
TXN00007282,1,9729.28,1,0,MEDIUM
TXN00007285,1,4196.87,0,0,HIGH
TXN00007288,1,320.6,1,0,LOW
TXN00007296,1,1425.61,1,0,MEDIUM
TXN00007306,1,1333.0,1,0,LOW
TXN00007307,1,2349.32,0,0,MEDIUM
TXN00007313,1,802.19,1,0,HIGH
TXN00007324,1,175.45,0,0,HIGH
TXN00007326,1,185.0,1,0,MEDIUM
TXN00007330,1,2018.57,0,0,MEDIUM
TXN00007334,1,903.47,0,0,LOW
TXN00007342,1,9521.14,1,0,MEDIUM
TXN00007356,1,4608.17,1,0,LOW
TXN00007357,1,161.0,1,0,MEDIUM
TXN00007362,1,3269.55,1,0,LOW
TXN00007375,1,4608.0,0,0,HIGH
TXN00007401,1,,0,0,HIGH
TXN00007437,2,1171.85,1,0,MEDIUM
TXN00007439,1,3333.48,0,0,LOW
TXN00007445,1,3055.0,0,0,MEDIUM
TXN00007450,1,,1,0,HIGH
TXN00007455,1,1002.8,1,0,HIGH
TXN00007456,1,2655.0,0,1,CRITICAL
TXN00007457,1,838.9,1,0,MEDIUM
TXN00007463,1,540.0,1,0,MEDIUM
TXN00007464,1,2001.83,0,0,MEDIUM
TXN00007488,1,384.26,1,0,HIGH
TXN00007492,2,4032.1400000000003,2,0,LOW
TXN00007495,1,1520.0,1,0,LOW
TXN00007497,1,,1,0,HIGH
TXN00007501,1,,1,0,LOW
TXN00007505,2,27426.96,2,0,LOW
TXN00007508,1,696.41,1,0,LOW
TXN00007519,1,2490.54,0,0,LOW
TXN00007523,1,2702.06,0,0,MEDIUM
TXN00007551,1,1887.02,0,0,MEDIUM
TXN00007552,1,12509.66,0,0,LOW
TXN00007573,1,10313.56,0,0,LOW
TXN00007590,1,1023.96,0,0,LOW
TXN00007595,1,1638.0,1,0,MEDIUM
TXN00007604,1,440.35,1,0,MEDIUM
TXN00007622,2,969.6800000000001,1,0,MEDIUM
TXN00007628,1,3211.77,0,0,LOW
TXN00007630,1,963.14,1,0,LOW
TXN00007635,1,1325.25,0,0,HIGH
TXN00007639,1,544.0,0,0,LOW
TXN00007642,1,1258.0,0,1,CRITICAL
TXN00007644,1,1173.01,1,0,MEDIUM
TXN00007645,1,,1,1,CRITICAL
TXN00007650,1,316.55,0,0,HIGH
TXN00007654,2,1580.77,1,0,MEDIUM
TXN00007658,1,,1,0,MEDIUM
TXN00007662,1,4479.85,1,0,MEDIUM
TXN00007668,1,872.83,0,0,LOW
TXN00007676,1,841.13,1,1,CRITICAL
TXN00007679,1,504.58,1,0,HIGH
TXN00007698,1,1746.55,0,0,MEDIUM
TXN00007704,1,1568.0,0,0,LOW
TXN00007711,1,842.88,1,0,HIGH
TXN00007712,1,,1,0,MEDIUM
TXN00007718,1,1496.09,1,0,HIGH
TXN00007729,1,819.04,0,0,LOW
TXN00007749,1,1287.86,1,0,HIGH
TXN00007757,1,,1,0,HIGH
TXN00007758,1,1550.0,0,0,LOW
TXN00007764,1,6398.47,1,0,MEDIUM
TXN00007769,1,813.25,0,0,HIGH
TXN00007772,1,1320.83,1,1,CRITICAL
TXN00007774,1,1443.57,0,0,MEDIUM
TXN00007782,1,,1,0,LOW
TXN00007791,1,1735.16,1,0,LOW
TXN00007811,1,1224.0,1,0,HIGH
TXN00007824,1,1375.65,0,0,MEDIUM
TXN00007831,1,905.66,1,0,LOW
TXN00007842,1,5443.0,1,0,LOW
TXN00007847,1,,1,0,HIGH
TXN00007849,1,1413.0,1,0,MEDIUM
TXN00007866,2,,0,0,LOW
TXN00007870,1,1860.61,1,0,HIGH
TXN00007889,1,3625.88,1,0,MEDIUM
TXN00007902,1,5099.0,1,0,HIGH
TXN00007915,1,1789.71,0,1,CRITICAL
TXN00007923,1,2225.43,1,0,MEDIUM
TXN00007924,1,2197.57,0,0,MEDIUM
TXN00007939,1,976.66,1,0,MEDIUM
TXN00007940,1,1608.0,0,0,HIGH
TXN00007941,1,,0,0,LOW
TXN00007945,1,2209.68,0,0,MEDIUM
TXN00007949,1,2276.53,0,0,LOW
TXN00007962,1,875.42,0,1,CRITICAL
TXN00007966,2,5449.19,1,1,CRITICAL
TXN00007967,1,,0,0,HIGH
TXN00007974,1,4101.89,1,0,LOW
TXN00007980,1,1231.74,1,0,MEDIUM
TXN00007982,1,,0,0,HIGH
TXN00007988,1,1309.6,0,0,LOW
TXN00007989,1,1245.09,0,0,MEDIUM
TXN00008011,1,1770.2,0,0,MEDIUM
TXN00008016,1,1364.41,1,0,LOW
TXN00008030,1,1200.17,0,0,MEDIUM
TXN00008048,1,7477.0,1,0,HIGH
TXN00008054,2,1537.5,1,0,HIGH
TXN00008063,1,2296.42,1,0,HIGH
TXN00008067,1,14279.05,1,1,CRITICAL
TXN00008083,1,2354.56,1,0,HIGH
TXN00008090,1,3349.24,1,0,MEDIUM
TXN00008092,1,2596.26,0,0,MEDIUM
TXN00008095,1,,1,0,HIGH
TXN00008098,1,,0,0,LOW
TXN00008099,2,9153.38,0,2,CRITICAL
TXN00008116,3,22249.4,0,0,MEDIUM
TXN00008130,1,482.6,0,0,MEDIUM
TXN00008131,1,2367.83,0,0,LOW
TXN00008134,1,388.91,0,0,MEDIUM
TXN00008141,1,4306.86,1,0,MEDIUM
TXN00008143,1,240.64,1,0,LOW
TXN00008154,1,1654.89,1,0,MEDIUM
TXN00008166,1,813.72,0,0,MEDIUM
TXN00008167,1,2598.82,1,0,MEDIUM
TXN00008175,1,7668.14,1,0,LOW
TXN00008189,1,577.55,1,0,MEDIUM
TXN00008205,1,1147.39,0,0,HIGH
TXN00008222,1,4360.22,1,0,LOW
TXN00008227,1,2758.76,0,0,HIGH
TXN00008228,1,,0,0,LOW
TXN00008235,1,1302.0,0,0,MEDIUM
TXN00008240,1,,0,0,HIGH
TXN00008261,1,4227.03,0,0,HIGH
TXN00008274,1,1114.45,0,0,HIGH
TXN00008276,2,6279.24,1,1,CRITICAL
TXN00008299,1,1586.53,1,0,MEDIUM
TXN00008304,1,6321.44,1,0,MEDIUM
TXN00008319,1,,0,0,LOW
TXN00008321,2,1235.1,2,0,HIGH
TXN00008323,1,36675.43,1,0,MEDIUM
TXN00008330,1,1847.49,1,0,MEDIUM
TXN00008348,1,7413.72,0,1,CRITICAL
TXN00008353,1,1208.71,0,0,MEDIUM
TXN00008356,1,,0,0,MEDIUM
TXN00008361,1,5163.82,1,0,LOW
TXN00008362,1,716.05,1,0,LOW
TXN00008366,1,1671.34,0,0,HIGH
TXN00008369,1,690.97,1,0,MEDIUM
TXN00008375,1,372.08,0,0,LOW
TXN00008377,1,1274.95,1,0,MEDIUM
TXN00008385,1,1944.27,0,0,LOW
TXN00008400,1,1939.11,1,0,LOW
TXN00008403,1,1117.0,1,0,MEDIUM
TXN00008404,1,6003.55,1,0,LOW
TXN00008405,2,1446.29,0,0,HIGH
TXN00008407,1,2017.17,0,0,MEDIUM
TXN00008410,1,896.23,0,0,MEDIUM
TXN00008414,1,,1,0,HIGH
TXN00008421,1,964.56,0,0,LOW
TXN00008429,1,1512.54,1,0,MEDIUM
TXN00008431,1,1831.96,0,0,MEDIUM
TXN00008435,2,2882.4500000000003,0,0,MEDIUM
TXN00008446,1,,0,1,CRITICAL
TXN00008449,1,653.0,0,0,MEDIUM
TXN00008454,1,268.0,1,0,MEDIUM
TXN00008459,1,3145.24,1,0,MEDIUM
TXN00008462,1,,0,0,LOW
TXN00008466,1,494.63,1,0,MEDIUM
TXN00008467,2,,0,0,MEDIUM
TXN00008469,1,,0,0,MEDIUM
TXN00008475,1,877.69,0,0,MEDIUM
TXN00008478,1,2598.96,0,1,CRITICAL
TXN00008496,1,,0,0,LOW
TXN00008497,1,316.81,0,0,LOW
TXN00008498,1,2342.66,1,0,LOW
TXN00008504,2,892.19,2,0,MEDIUM
TXN00008525,1,1760.95,0,0,HIGH
TXN00008529,1,3107.14,1,0,HIGH
TXN00008534,1,652.86,1,0,HIGH
TXN00008538,1,2850.0,0,0,MEDIUM
TXN00008542,1,,1,0,MEDIUM
TXN00008546,1,936.49,0,0,LOW
TXN00008557,1,752.0,0,0,HIGH
TXN00008558,1,1053.3,0,0,HIGH
TXN00008559,1,876.37,1,0,MEDIUM
TXN00008564,1,7520.47,0,0,MEDIUM
TXN00008566,2,5347.48,2,0,LOW
TXN00008578,1,3771.28,1,0,MEDIUM
TXN00008581,1,,1,0,MEDIUM
TXN00008590,1,2830.0,1,0,MEDIUM
TXN00008599,1,1339.16,0,0,LOW
TXN00008604,1,,1,0,HIGH
TXN00008617,1,4101.67,0,1,CRITICAL
TXN00008638,1,1056.33,1,0,LOW
TXN00008645,3,5443.5,0,0,HIGH
TXN00008650,1,1166.57,1,0,MEDIUM
TXN00008651,1,,1,0,MEDIUM
TXN00008654,1,3655.6,1,0,HIGH
TXN00008657,1,4252.24,1,0,LOW
TXN00008670,1,992.85,1,0,LOW
TXN00008679,1,1294.7,0,0,MEDIUM
TXN00008682,1,5944.75,0,0,LOW
TXN00008686,1,,1,0,LOW
TXN00008727,2,3479.0899999999997,1,0,LOW
TXN00008732,1,3491.72,0,0,HIGH
TXN00008758,1,11352.0,1,0,MEDIUM
TXN00008775,1,8304.41,0,0,LOW
TXN00008788,1,8276.16,1,0,MEDIUM
TXN00008795,1,1052.0,1,0,MEDIUM
TXN00008797,1,980.58,1,0,MEDIUM
TXN00008813,1,,1,0,LOW
TXN00008821,1,2136.49,1,0,LOW
TXN00008826,1,1347.43,1,0,LOW
TXN00008829,1,19778.02,1,1,CRITICAL
TXN00008840,1,1257.85,1,0,HIGH
TXN00008851,1,1383.51,0,0,MEDIUM
TXN00008853,1,6353.75,0,0,MEDIUM
TXN00008854,1,2299.14,0,0,MEDIUM
TXN00008857,1,5937.26,0,0,LOW
TXN00008870,1,4628.47,0,0,MEDIUM
TXN00008893,1,2546.9,1,0,LOW
TXN00008903,1,601.89,1,1,CRITICAL
TXN00008905,1,1362.36,1,1,CRITICAL
TXN00008909,1,660.0,0,0,LOW
TXN00008925,1,,0,0,LOW
TXN00008946,1,815.57,0,0,MEDIUM
TXN00008947,1,4079.0,0,0,LOW
TXN00008964,1,1646.02,1,0,HIGH
TXN00008970,2,4972.63,1,0,LOW
TXN00009008,1,743.0,0,0,LOW
TXN00009019,1,2738.39,0,0,MEDIUM
TXN00009035,1,1224.57,0,0,LOW
TXN00009040,1,,1,0,HIGH
TXN00009041,1,865.19,1,0,LOW
TXN00009054,1,14177.27,1,0,MEDIUM
TXN00009063,1,91.6,1,0,LOW
TXN00009064,1,1568.17,0,1,CRITICAL
TXN00009068,1,1500.0,0,0,HIGH
TXN00009074,1,611.73,1,0,MEDIUM
TXN00009076,1,1552.98,1,0,HIGH
TXN00009087,1,7838.0,1,0,MEDIUM
TXN00009091,1,358.42,1,0,MEDIUM
TXN00009096,2,,2,0,MEDIUM
TXN00009098,1,4947.89,0,0,LOW
TXN00009105,1,,0,0,LOW
TXN00009106,1,1104.0,0,0,MEDIUM
TXN00009115,1,1575.8,1,0,LOW
TXN00009124,1,253.0,1,0,MEDIUM
TXN00009133,1,1528.27,1,0,MEDIUM
TXN00009139,1,1518.49,0,1,CRITICAL
TXN00009145,1,1922.11,1,0,LOW
TXN00009149,1,,0,1,CRITICAL
TXN00009156,1,1074.12,1,0,LOW
TXN00009167,2,526.17,1,0,MEDIUM
TXN00009172,1,880.82,1,0,MEDIUM
TXN00009174,1,3544.0,1,0,LOW
TXN00009180,1,,1,0,HIGH
TXN00009182,1,,0,0,MEDIUM
TXN00009187,1,3008.39,0,0,LOW
TXN00009188,1,542.9,0,0,MEDIUM
TXN00009196,1,,1,0,MEDIUM
TXN00009206,1,1313.0,1,0,HIGH
TXN00009207,1,4915.0,1,0,HIGH
TXN00009220,1,914.0,1,0,MEDIUM
TXN00009226,1,4466.49,0,0,MEDIUM
TXN00009229,1,1300.37,0,0,HIGH
TXN00009231,1,669.96,1,0,LOW
TXN00009246,1,1644.04,1,0,LOW
TXN00009248,1,,0,1,CRITICAL
TXN00009260,1,5136.75,1,0,LOW
TXN00009269,1,385.53,0,0,MEDIUM
TXN00009287,1,1407.0,1,0,MEDIUM
TXN00009292,1,2299.02,1,0,LOW
TXN00009313,1,1561.28,0,0,LOW
TXN00009314,1,766.0,1,0,LOW
TXN00009329,1,648.33,0,1,CRITICAL
TXN00009340,1,1180.9,1,1,CRITICAL
TXN00009347,1,1704.94,1,0,LOW
TXN00009348,3,8778.720000000001,3,0,HIGH
TXN00009350,1,478.75,0,0,MEDIUM
TXN00009351,1,1026.98,1,0,MEDIUM
TXN00009355,1,2786.42,0,0,MEDIUM
TXN00009368,1,2931.23,0,0,LOW
TXN00009369,1,2070.15,0,0,LOW
TXN00009371,1,,1,1,CRITICAL
TXN00009374,2,50.0,1,0,MEDIUM
TXN00009379,1,578.72,0,0,HIGH
TXN00009406,1,2488.0,0,0,MEDIUM
TXN00009416,1,4883.77,1,0,LOW
TXN00009419,1,16164.46,1,0,LOW
TXN00009429,1,1275.75,1,0,LOW
TXN00009432,2,,2,0,HIGH
TXN00009444,1,855.85,1,0,MEDIUM
TXN00009451,1,3711.97,1,0,MEDIUM
TXN00009456,1,3537.13,1,0,MEDIUM
TXN00009464,1,2154.73,1,0,HIGH
TXN00009466,1,11523.08,1,1,CRITICAL
TXN00009493,1,270.77,0,0,MEDIUM
TXN00009510,1,4843.85,1,0,LOW
TXN00009538,1,1124.0,0,0,MEDIUM
TXN00009546,1,562.28,1,0,MEDIUM
TXN00009578,1,5287.35,0,0,MEDIUM
TXN00009596,1,5224.53,1,0,MEDIUM
TXN00009609,1,2225.74,0,0,HIGH
TXN00009614,1,927.07,1,0,HIGH
TXN00009622,1,,1,1,CRITICAL
TXN00009627,1,10535.8,1,0,LOW
TXN00009635,1,1538.91,1,0,LOW
TXN00009645,1,3937.19,1,0,MEDIUM
TXN00009647,2,878.05,1,0,HIGH
TXN00009672,1,478.93,0,0,LOW
TXN00009676,1,,0,0,LOW
TXN00009699,2,7835.8,2,0,HIGH
TXN00009704,1,2595.11,0,0,LOW
TXN00009708,1,3007.22,0,0,HIGH
TXN00009712,1,803.59,0,0,MEDIUM
TXN00009714,1,807.62,0,0,LOW
TXN00009715,2,2683.75,1,1,CRITICAL
TXN00009735,1,1222.97,1,0,HIGH
TXN00009741,1,548.0,0,0,LOW
TXN00009749,1,193.15,0,0,LOW
TXN00009757,1,,0,0,LOW
TXN00009768,3,9752.98,2,1,CRITICAL
TXN00009782,2,7066.299999999999,1,0,HIGH
TXN00009783,1,2123.46,0,0,MEDIUM
TXN00009790,2,2111.05,1,1,CRITICAL
TXN00009791,1,807.97,0,0,LOW
TXN00009795,2,6352.67,1,0,MEDIUM
TXN00009804,1,767.56,0,0,MEDIUM
TXN00009806,1,3825.17,1,0,LOW
TXN00009812,1,2069.51,1,0,LOW
TXN00009814,1,1195.47,1,0,MEDIUM
TXN00009818,1,2614.31,1,0,MEDIUM
TXN00009823,1,17825.75,0,0,LOW
TXN00009825,2,3080.0,1,1,CRITICAL
TXN00009831,1,2727.04,1,0,MEDIUM
TXN00009850,1,1130.39,1,0,LOW
TXN00009857,1,519.97,0,0,MEDIUM
TXN00009861,1,883.5,0,0,HIGH
TXN00009866,1,6769.33,0,0,MEDIUM
TXN00009867,1,9736.35,0,0,HIGH
TXN00009870,1,12334.0,1,0,MEDIUM
TXN00009880,1,731.59,0,1,CRITICAL
TXN00009897,2,3654.38,0,0,HIGH
TXN00009905,1,2251.54,0,0,MEDIUM
TXN00009920,1,1507.51,1,0,LOW
TXN00009923,1,2940.0,1,0,MEDIUM
TXN00009947,3,917.78,3,2,CRITICAL
TXN00009955,1,2132.38,1,0,MEDIUM
TXN00009961,1,983.39,1,0,LOW
TXN00009966,1,606.33,0,1,CRITICAL
TXN00009971,1,4849.0,1,0,LOW
